Etunimi;Lukumäärä
Maksymilian;5
Malachi;8
Malakai;12
Malakia;8
Malakias;165
Malcolm;52
Malcom;5
Malek;34
Malick;12
Malik;131
Malkus;7
Malte;96
Maltti;11
Mamadou;18
Mamady;5
Mamdouh;12
Man;19
Mana;5
Manasse;32
Manfred;78
Manfrid;8
Manh;28
Mani;10
Maninder;5
Manjit;7
Manne;279
Manni;10
Mano;18
Manoj;12
Manolis;11
Manolito;7
Måns;136
Mansoor;10
Mansour;20
Mansur;18
Mansuur;5
Manu;1923
Manuel;918
Manueli;5
Manunpoika;12
Manu-Pekka;6
Maqsood;5
Mara;14
Marat;19
Marc;244
Marcel;139
Marcelino;9
Marcell;11
Marcello;22
Marcelo;35
Marcin;20
Marco;968
Marcos;86
Marcus;2491
Marcusson;7
Mardin;9
Marek;137
Margo;16
Margus;34
Maria;51
Marian;24
Mariano;27
Marie;54
Marin;8
Marino;21
Marinpoika;6
Marinus;13
Mario;272
Marion;5
Marios;27
Marius;749
Mariusz;7
Mariwan;15
Mark;751
Márk;5
Markko;77
Markku;38469
Markku-Juhani;17
Markku-Olavi;5
Markku-Pekka;17
Markkus;16
Markku-Tapio;6
Marko;29570
Marko-Juhani;20
Marko-Kristian;6
Marko-Mikael;13
Markonpoika;164
Marko-Pekka;12
Marko-Petteri;12
Markos;50
Marko-Tapani;21
Marko-Tapio;49
Markuksenpoika;73
Markunpoika;235
Markus;43389
Marley;19
Marlo;115
Marlon;128
Marno;17
Maro;5
Marouan;5
Marques;5
Mars;6
Marsel;6
Marshall;16
Mart;29
Märt;5
Marten;11
Mårten;407
Mårtensson;7
Marti;9
Martialis;6
Martimo;12
Martin;3851
Martino;19
Martinpoika;107
Martins;8
Martinsson;9
Martinus;18
Marton;5
Márton;13
Martti;24383
Martti-Ilmari;5
Marttiin;7
Marttiini;5
Martti-Juhani;9
Martti-Mikael;13
Marttin;18
Martti-Pekka;6
Marty;5
Maruan;5
Maruf;7
Marvel;5
Marvin;49
Marwaan;11
Marwan;72
Marwin;8
Masa;78
Masaki;8
Masao;8
Masar;6
Mascuud;12
Mashari;5
Masi;310
Masih;5
Maslah;10
Mason;34
Masood;18
Masoud;24
Massimiliano;5
Massimo;41
Master;14
Masud;26
Masuud;12
Matan;6
Matar;5
Máté;7
Mateen;7
Matei;6
Matej;9
Mateo;148
Mateus;41
Mateusz;16
Matheo;117
Mathéo;7
Matheos;5
Matheus;21
Mathew;26
Mathias;2487
Mathieu;18
Mathis;7
Mati;8
Matiaksenpoika;5
Matias;64235
Matías;7
Matin;23
Matinpoika;577
Matius;7
Matjus;10
Mats;2066
Mats-Åke;5
Mats-Erik;35
Mats-Göran;5
Mats-Johan;17
Mats-Peter;7
Matsson;13
Matt;25
Matte;19
Matteo;242
Matteus;376
Mattheus;8
Matthew;390
Matthias;234
Matthieu;15
Matti;79672
Mattia;27
Mattias;2222
Matti-Eemeli;8
Matti-Esko;12
Matti-Heikki;5
Matti-Ilmari;5
Matti-Juhani;44
Matti-Jussi;20
Matti-Mikael;23
Matti-Olavi;9
Matti-Oskari;14
Matti-Pekka;141
Matti-Petteri;26
Mattis;42
Matti-Sakari;5
Matti-Tapani;6
Matti-Tapio;12
Matti-Veikko;10
Matti-Veli;7
Matti-Viljami;5
Matts;563
Matts-Erik;23
Matts-Johan;5
Mattus;15
Matvei;103
Matvej;10
Matvey;28
Mátyás;6
Matz;7
Maukka;5
Mauno;5334
Maunonpoika;11
Maunu;436
Maunus;17
Mauri;9390
Mauri-Antero;8
Maurice;64
Mauricio;33
Maurinpoika;47
Mauri-Pekka;6
Maurits;318
Mauritsi;8
Mauritz;724
Mauriz;48
Maurizio;12
Mauro;41
Maverick;12
Max;4935
Maxamed;9
Maxence;5
Maxi;19
Maxim;458
Maxime;46
Maximiliam;20
Maximilian;914
Maximiliano;13
Maximilien;15
Maximilliam;8
Maximillian;55
Maximo;18
Maximos;5
Maximus;373
Max-Mikael;8
Maxmilian;14
Maxwell;70
Mayow;5
Mazen;12
Mazhar;8
Mazin;19
Mazlum;6
Mbugua;5
Mburu;6
Md;93
Md.;126
MD.;7
Med;7
Meeko;5
Meelis;22
Megahed;5
Mehdi;121
Mehmed;6
Mehmet;227
Mehran;21
Mehrdad;9
Meir;14
Meki;5
Mekki;5
Mekonnen;9
Melcher;5
Melchior;16
Melih;11
Melik;14
Melker;128
Melvin;291
Melwin;77
Memet;7
Meng;7
Mensah;7
Mentor;14
Meo;26
Mergim;28
Merhawi;5
Merkurius;7
Merlin;28
Mero;6
Merri;15
Mert;86
Mertsi;414
Mertzi;17
Mervan;6
Mesfin;10
Messi;7
Mesut;21
Mete;22
Metehan;6
Metin;38
Metsänpoika;13
Mevlüt;5
Mhamed;5
Mica;29
Micael;627
Micah;35
Micci;6
Micha;9
Michael;4609
Michaël;10
Michail;30
Michal;38
Michalis;8
Micheal;12
Michel;235
Michelangelo;9
Michele;44
Michell;9
Mici;69
Mick;29
Mickael;82
Mickaël;5
Micke;186
Mickel;29
Mickey;19
Micki;6
Micky;21
Miclas;16
Mico;1391
Micolas;5
Micu;9
Midas;9
Mido;6
Mielo;7
Mies;98
Mietti;6
Migael;13
Migel;10
Migos;5
Miguel;234
Miha;5
Mihael;24
Mihai;21
Mihail;302
Mihalis;10
Mihály;10
Mihhail;19
Mihka;19
Mihkal;17
Mihkel;31
Mihkkal;8
Mihkku;10
Mihku;15
Miica;9
Miico;5
Miihkali;74
Miika;8780
Miika-Aleksi;5
Miikael;696
Miikail;5
Miika-Juhani;5
Miika-Markus;14
Miika-Matias;23
Miika-Matti;11
Miikanpoika;37
Miika-Petteri;10
Miikka;5036
Miikka-Aleksi;5
Miikkael;828
Miikkali;7
Miikka-Markus;7
Miikka-Matias;11
Miikkanpoika;6
Miikka-Pekka;7
Miikka-Petteri;9
Miikko;7
Miikku;7
Miikkula;6
Miiko;241
Miiku;16
Miikus;11
Miilo;45
Miio;323
Miiro;173
Miitrei;14
Miitri;49
Miitro;7
Mijo;8
Mika;36459
Mika-Antero;7
Mika-Antti;9
Mikael;104543
Mikaël;17
Mikaeli;95
Mikaelinpoika;14
Mikaelsson;22
Mika-Erik;12
Mikail;133
Mika-Juhani;18
Mika-Jussi;5
Mika-Kristian;10
Mikalis;7
Mika-Markus;15
Mika-Matias;10
Mika-Matti;72
Mikanpoika;242
Mika-Pekka;65
Mika-Petri;78
Mika-Petteri;83
Mika-Tapani;11
Mika-Tapio;10
Mika-Veli;7
Mike;252
Mikel;27
Mikhael;22
Mikhail;276
Miki;585
Mikis;6
Mikk;9
Mikka;12
Mikkal;13
Mikke;414
Mikkel;54
Mikkeli;10
Mikki;118
Mikko;45167
Mikko-Aleksi;8
Mikko-Heikki;6
Mikko-Ilmari;6
Mikko-Johannes;6
Mikko-Juhani;24
Mikko-Jussi;10
Mikko-Markus;6
Mikko-Matias;39
Mikko-Matti;40
Mikko-Oskari;18
Mikko-Pekka;121
Mikko-Petteri;58
Mikko-Sakari;6
Mikko-Samuli;10
Mikko-Tapio;11
Mikko-Veli;5
Mikko-Ville;37
Mikla;7
Miklas;207
Miklo;8
Miklos;43
Miklós;9
Miko;3067
Mikolaj;7
Mikolas;14
Miko-Markus;6
Miko-Matias;11
Miko-Matti;7
Mikonpoika;496
Miko-Petteri;7
Mikos;8
Miksu;8
Miku;140
Mikuel;8
Milad;52
Milan;213
Milas;5
Milco;8
Mile;5
Milen;5
Mileon;5
Miles;59
Miliam;15
Milian;56
Miljo;9
Milko;125
Mille;9
Miller;5
Milo;1757
Milon;11
Milos;40
Milot;11
Milou;5
Miloud;5
Milovan;5
Milton;313
Min;23
Mina;6
Ming;32
Mingus;5
Minh;254
Mino;64
Minoru;8
Minos;5
Mio;889
Miquel;7
Mir;27
Mirac;12
Miraç;8
Miran;47
Mircea;6
Mirco;29
Mirek;8
Mirhat;6
Mirka;35
Mirko;563
Mirnes;5
Miro;6381
Miró;7
Miroel;13
Miro-Markus;8
Miro-Matias;19
Miron;81
Miro-Pekka;7
Miro-Petteri;11
Miroslav;45
Miroslaw;10
Mirsad;16
Mirwais;9
Mirza;26
Misa;144
Misael;71
Misca;39
Mischa;21
Misha;44
Mishka;15
Miska;3613
Miska-Matias;9
Misko;8
Miso;57
Mitchell;20
Mitja;356
Mitjo;13
Mitri;41
Mitro;177
Mixu;8
Mladen;6
Moalim;11
Moalin;10
Moataz;5
Mobin;6
Modou;18
Moe;8
Mohaimen;9
Mohamad;158
Mohamed;2577
Mohamedamiin;7
Mohamed-Amiin;7
Mohamed-Amin;9
Mohammad;691
Mohammadreza;5
Mohammed;763
Mohamoud;21
Mohamud;277
Mohamuud;9
Mohan;16
Mohanad;17
Mohd;11
Moh'd;6
Mohiadin;9
Mohid;5
Mohsen;41
Mohsin;18
Moise;15
Moises;10
Mojtaba;12
Mokhtar;18
Momodou;20
Mon;9
Moncef;5
Monir;10
Monty;5
Moo;7
Moose;9
Mooses;102
Morad;19
Morannal;5
Mordechai;8
Morgan;148
Morgen;7
Moris;8
Morits;10
Moritz;141
Moriz;5
Morris;237
Morrison;8
Mortaza;11
Morten;38
Morteza;15
Mortimer;47
Mortti;50
Mosa;5
Mose;13
Moses;61
Moshe;12
Mosku;13
Moss;5
Mostafa;88
Mouad;5
Mouhamed;8
Moulay;5
Mouldi;5
Mounir;19
Mourad;20
Mousa;13
Moussa;18
Moustafa;20
Mowlid;15
Mowliid;7
Mpho;7
Mu;6
Muaad;19
Muad;25
Muadh;5
Muamer;9
Muayad;16
Mubarak;43
Mubarik;14
Mubashir;20
Mucaad;8
Mucad;5
Muhamad;25
Muhamed;124
Muhamet;10
Muhammad;477
Muhammed;178
Muhammet;12
Muhamud;7
Muhanad;10
Muhannad;21
Muharrem;16
Muhiadin;17
Muhsin;25
Muhudiin;10
Muhudin;11
Muhumed;19
Muhuyadin;7
Muisto;82
Mujtaba;7
Mukhtaar;7
Mukhtar;28
Muktar;20
Mumin;27
Munasar;18
Muniir;8
Munir;19
Munro;5
Muntadar;6
Muntather;5
Muqtar;9
Murad;34
Murat;89
Mursal;22
Mursel;6
Murtada;13
Murtatha;7
Murtaza;13
Musa;123
Musab;45
Mus'ab;9
Muscab;22
Musdaf;7
Muse;26
Mushtaq;6
Muslim;29
Mussa;8
Musse;46
Mustaf;36
Mustafa;389
Mustafe;40
Mustapha;63
Muthana;5
Muuse;27
Muzaffer;11
Muzher;6
Mwangi;6
Mykhaylo;5
Mykola;12
Myles;6
Myo;5
Myrsky;296
Myytti;8
Naatan;10
Naattan;6
Naava;7
Nabai;5
Nabaz;11
Nabeel;19
Nabi;12
Nabiil;14
Nabil;100
Nabin;5
Nadav;5
Nadeem;15
Nader;32
Nadhim;5
Nadim;13
Nadir;30
Naeem;9
Nael;20
Nagib;6
Nahom;9
Nahuel;14
Naif;7
Nail;5
Naim;28
Najeeb;6
Najem;5
Naji;11
Najib;25
Najiib;9
Najim;12
Nali;13
Nalle;61
Nam;60
Naman;5
Namir;12
Namo;9
Nan;5
Nana;33
Nando;26
Nandor;14
Nante;12
Nanto;5
Nantte;7
Naoki;5
Napat;5
Naphat;6
Napoleon;38
Narayan;13
Narek;5
Naresh;5
Nart;5
Naseer;8
Naser;38
Nasim;32
Nasir;58
Nasr;5
Nasri;7
Nasser;27
Nassim;12
Nassir;10
Natael;5
Natan;28
Natanael;126
Natanel;5
Nataniel;29
Nate;11
Nathan;217
Nathanael;68
Nathaniel;140
Nather;6
Natnael;5
Natthaphon;9
Natthaphong;7
Naveed;5
Naveen;5
Navid;16
Navin;5
Nawaf;6
Nawin;5
Nawras;7
Nawzad;5
Nay;10
Nazar;22
Nazim;6
Nazir;12
Nazmi;8
Ndegwa;5
Nebi;5
Ned;5
Nedal;5
Nedim;13
Nedzad;11
Neel;7
Neemo;5
Neeo;12
Neeri;8
Neero;7
Negash;6
Nehat;8
Nehemia;21
Nehemiah;6
Nehemias;15
Neil;58
Neko;9
Nels;7
Nelson;135
Nemanja;8
Nemo;263
Nenad;9
Neo;641
Nermin;8
Nero;11
Nessim;5
Nesta;19
Nestor;579
Nestori;2735
Netanel;5
Nevan;5
Neville;11
Nevin;6
Nevzat;10
Newton;9
Nexhat;8
Nghi;5
Nghia;17
Ngo;5
Ngoc;68
Nguyen;34
Nhan;15
Nhat;40
Nhu;11
Nhut;19
Niall;9
Nic;14
Nicanor;5
Nichlas;35
Nicholai;7
Nicholas;1088
Nici;47
Nick;97
Nicke;59
Nicki;6
Nicklas;532
Nicko;5
Nickolas;13
Nicky;93
Niclas;1037
Nico;3223
Nicodemus;29
Nicol;5
Nicola;32
Nicolaas;7
Nicolae;13
Nicolai;124
Nicolaj;5
Nicolas;1273
Nicolás;27
Nicolaus;11
Nicoló;6
Nicolò;6
Nico-Matias;5
Nico-Pekka;6
Nico-Petteri;14
Nicos;5
Nidal;7
Niels;48
Nietos;45
Nigel;12
Nihad;11
Nihal;8
Nihat;13
Nii;13
Niikka;9
Niikko;12
Niiko;6
Niikus;5
Niila;916
Niilas;194
Niiles;96
Niillas;18
Niilo;10328
Niilonpoika;19
Niilo-Oskari;5
Niilo-Pekka;8
Niio;6
Nik;6
Nika;6
Nikan;5
Nikander;5
Nikanor;126
Nike;8
Nikeforus;7
Nikhil;10
Niki;1139
Nikita;419
Nikitas;8
Nikke;297
Nikki;34
Nikko;32
Nikla;7
Niklas;10045
Niklaus;20
Niko;18580
Niko-Aleksi;7
Nikodeemus;26
Nikodemus;343
Nikoel;5
Niko-Erik;5
Niko-Joonas;10
Niko-Juhani;7
Niko-Jussi;5
Niko-Kristian;10
Nikola;66
Nikolaev;6
Nikolaevich;5
Nikolai;4849
Nikolaj;79
Nikolaos;102
Nikolas;1623
Nikolaus;117
Nikolay;80
Niko-Markus;10
Niko-Matias;10
Niko-Matti;26
Niko-Mikael;6
Nikonpoika;30
Niko-Oskari;8
Niko-Pekka;49
Niko-Petri;17
Niko-Petteri;161
Nikos;20
Niko-Santeri;6
Niko-Tapio;6
Niko-Teemu;6
Niko-Valtteri;5
Niko-Ville;10
Niku;122
Niku-Petteri;5
Niky;5
Nil;6
Nilas;5
Nilla;45
Nilo;50
Nils;3103
Nils-Åke;11
Nils-Anders;7
Nils-Aslak;5
Nils-Christian;6
Nils-Emil;6
Nils-Eric;20
Nils-Erik;173
Nils-Göran;25
Nils-Gustaf;8
Nils-Gustav;11
Nils-Håkan;5
Nils-Henrik;13
Nils-Johan;40
Nils-Ole;6
Nils-Olof;26
Nils-Otto;6
Nils-Peter;7
Nilsson;9
Nima;45
Nimrod;10
Nino;397
Ninos;5
Nio;17
Nipa;20
Nir;7
Niran;8
Nirmal;9
Niro;23
Nisse;57
Niyazi;5
Nizam;6
Nizar;16
Njuguna;8
Nnamdi;8
Noa;920
Noah;1295
Noak;18
Noam;60
Noar;19
Noe;15
Noé;23
Noel;3714
Noël;28
Noeli;19
Nolan;45
Noman;7
Nono;5
Nooa;3300
Nooah;5
Nooh;6
Nooke;14
Noor;35
Noori;6
Nor;12
Norbert;30
Nori;6
Norman;62
Norton;6
Nosa;5
Nouh;10
Nour;32
Noureddine;25
Nousia;10
Nova;23
Noyan;6
Nsimba;6
Nuh;12
Nuka;31
Num;5
Numan;6
Nuno;37
Nur;91
Nuradin;7
Nurettin;6
Nuri;18
Nurul;5
Nurullah;5
Nusret;7
Nuuh;8
Nuuk;14
Nuur;40
Nuuti;119
Nuutti;2734
Nyrki;12
Nyyrikki;59
Nyyti;10
Nzar;5
Obadias;5
Obaid;8
Obaidullah;5
Obed;6
Obelix;5
Oberon;6
Obi;10
Obinna;22
Ocean;11
Ochieng;5
Octavian;5
Octavio;11
Oday;7
Odd;15
Oddvar;5
Ode;6
Oden;6
Odert;53
Odhiambo;5
Odin;136
Oghosa;5
Oguz;12
Oguzhan;7
Ohto;464
Oisín;7
Oiva;6019
Öjvind;14
Oka;9
Okan;18
Oke;57
Okechukwu;5
Oki;36
Okke;12
Okko;989
Okko-Pekka;7
Okku;8
Oktay;17
Oku;22
Ola;395
Olad;10
Oladayo;5
Oladeji;5
Olaf;60
Olai;31
Olakunle;7
Olalekan;15
Olamide;8
Olaniyi;5
Olanrewaju;11
Olaoluwa;6
Olari;7
Olatunde;10
Olaus;24
Olav;733
Olavi;142397
Olavinpoika;33
Olawale;8
Olayemi;6
Ole;885
Oleg;294
Oleh;5
Oleksandr;40
Oleksi;35
Oleksiy;9
Olev;6
Olisa;5
Oliver;17351
Olivér;7
Oliveri;27
Olivia;5
Olivier;98
Oliwer;166
Oliwier;5
Olle;310
Olli;18309
Olli-Aleksi;6
Olli-Antero;7
Olli-Antti;13
Ollie;20
Olli-Eemeli;9
Olli-Erkki;7
Olli-Heikki;37
Olli-Ilari;5
Olli-Jaakko;7
Ollijuhani;6
Olli-Juhani;25
Olli-Jukka;10
Olli-Jussi;32
Olli-Kalle;11
Olli-Markus;8
Olli-Matias;10
Ollimatti;21
Olli-Matti;228
Olli-Mikko;20
Ollinpoika;172
Olli-Oskari;13
Ollipekka;71
Olli-Pekka;2278
Olli-Pertti;6
Olli-Petri;8
Olli-Petteri;95
Olli-Sakari;7
Olli-Tapio;13
Olli-Tuomas;6
Olli-Valtteri;5
Olli-Veikka;7
Olli-Veikko;30
Olliver;13
Olli-Ville;20
Olmo;5
Olof;3305
Olofsson;13
Olov;98
Olti;7
Olufemi;10
Olugbenga;5
Olukayode;5
Olusegun;8
Oluwadarasimi;5
Oluwademilade;6
Oluwasegun;6
Oluwaseun;9
Oluwaseyi;6
Oluwatobi;7
Oma;72
Omar;785
Omed;12
Omer;75
Ömer;65
Omid;53
Omondi;8
Omran;12
Omri;7
Önder;7
One;5
Onerva;12
Onervo;8
Onnenpoika;5
Onni;23427
Onni-Aaron;6
Onni-Antero;5
Onni-Eemeli;23
Onni-Eemil;5
Onni-Elias;7
Onni-Elmeri;13
Onni-Emil;5
Onni-Hermanni;8
Onni-Ilmari;16
Onni-Juhani;7
Onni-Kalle;18
Onnimanni;20
Onni-Matias;22
Onni-Matti;20
Onni-Mikael;5
Onni-Olavi;7
Onni-Oliver;5
Onni-Oskari;27
Onnipekka;13
Onni-Pekka;54
Onni-Petteri;14
Onni-Veikka;5
Onni-Veikko;8
Onni-Ville;6
Ontrei;25
Onur;38
Onyeka;7
Oo;13
Ooke;7
Opeyemi;8
Opri;8
Optatus;13
Or;8
Ora;48
Oras;38
Oren;11
Orestis;5
Orges;6
Orhan;38
Orion;68
Örjan;23
Orjo;13
Orko;8
Orlando;47
Orma;11
Örn;7
Örnulf;11
Orpo;6
Orri;6
Orson;12
Ortamo;15
Orvar;21
Orvo;470
Osa;6
Osagie;7
Osama;38
Osamah;11
Osborne;5
Oscar;3693
Oscari;27
Osean;5
Osei;10
Osiris;6
Oska;19
Oskar;6039
Oskari;37612
Oskarinpoika;11
Oski;17
Osku;491
Osma;57
Osman;310
Osmi;9
Osmo;6710
Osmonpoika;15
Oso;10
Osse;9
Ossi;7316
Ossian;2246
Ossi-Matti;5
Ossinpoika;33
Ossi-Pekka;22
Ossi-Petteri;14
Östen;103
Osvald;734
Osvaldo;12
Osvi;8
Oswald;124
Otakar;10
Otava;792
Othman;23
Otieno;14
Otis;14
Otmar;12
Otniel;5
Otonpoika;25
Otra;8
Otro;11
Otso;4205
Otsonpoika;7
Otso-Pekka;5
Ottar;7
Otte;5
Otto;14139
Otto-Aleksi;6
Otto-Eemeli;14
Otto-Elias;8
Otto-Emil;14
Otto-Ilmari;5
Otto-Matias;6
Otto-Matti;6
Otto-Oskari;16
Otto-Pekka;41
Otto-Petteri;11
Otto-Veikko;5
Ottoville;5
Otto-Ville;82
Otto-Wille;9
Ottu;10
Oula;945
Oula-Antti;6
Oula-Matti;5
Oulas;17
Oumar;9
Ousainou;6
Ousman;23
Ousmane;9
Oussama;6
Outa;9
Outi;18
Ove;753
Ovidiu;6
Ovllá;9
Owe;34
Owen;68
Owusu;7
Öyvind;11
Ozan;15
Özgür;14
Özkan;7
Ozzi;5
Ozzy;11
P;6
Pa;10
Paaso;6
Paavali;2719
Paavo;17055
Paavo-Juhani;5
Paavo-Matti;5
Paavonpoika;49
Paavo-Pekka;5
Paavo-Petteri;10
Pablo;129
Paco;6
Päiviö;2826
Päivö;81
Paju;32
Pal;6
Pål;10
Pallas;6
Palle;7
Pami;19
Pamir;5
Pan;10
Panagiotis;23
Panajotis;7
Panteleimon;7
Pantelis;6
Panu;2534
Panunpoika;20
Panu-Pekka;14
Panu-Petteri;23
Paolo;104
Papu;14
Pär;139
Pär-Erik;15
Paris;17
Parker;6
Pär-Olof;8
Pärttyli;47
Parviz;9
Pascal;25
Pasi;19194
Pasi-Heikki;7
Pasi-Juhani;5
Pasi-Jukka;7
Pasi-Markus;5
Pasi-Matti;28
Pasinpoika;120
Pasi-Pekka;63
Pasi-Petri;9
Pasi-Petteri;41
Pasi-Veikko;5
Pasquale;7
Pate;36
Patric;258
Patrice;7
Patricio;25
Patrick;2454
Patrik;7235
Patrikinpoika;6
Patrikki;10
Patryk;10
Patu;16
Pau;12
Paul;3375
Paul-Erik;66
Paul-Henrik;15
Pauli;13873
Paulino;5
Paulinpoika;40
Pauli-Pekka;8
Pauli-Petteri;10
Paul-Mikael;5
Paulo;76
Paulus;1018
Pauno;86
Pave;11
Pavel;427
Pavlo;12
Pavlos;19
Pavlovich;7
Paw;10
Pawel;29
Pax;5
Payam;5
Payman;7
Peder;89
Pedersen;5
Pedram;14
Pedro;143
Peer;5
Peeta;6
Peeter;52
Peeti;30
Peetja;5
Peetro;12
Peetter;34
Peetu;2642
Peetus;7
Pehr;125
Pehr-Erik;28
Pehr-Johan;7
Pehr-Ole;5
Pehr-Olof;10
Peik;276
Peikko;21
Peiman;6
Peippo;5
Peitsa;35
Peivas;5
Pejk;7
Pekanpoika;357
Pekka;78196
Pekka-Eemeli;8
Pekka-Ilmari;6
Pekka-Juhani;40
Pekka-Matti;6
Pekka-Olavi;6
Pekka-Oskari;5
Pekka-Sakari;5
Pekka-Tapio;5
Pekka-Veikko;6
Pekki;9
Pekko;610
Pele;7
Pelle;25
Pellervo;3382
Pena;14
Peng;7
Penja;15
Penjami;81
Penjamin;5
Penna;29
Pentinpoika;89
Pentti;26844
Pentti-Juhani;8
Penuel;5
Peo;8
Pepe;133
Peppe;9
Per;1822
Pera;7
Per-Åke;32
Per-Anders;24
Per-Arne;7
Per-Axel;6
Percy;7
Per-Emil;5
Per-Eric;20
Per-Erik;387
Per-Göran;16
Per-Gustav;7
Per-Håkan;30
Per-Henrik;38
Per-Johan;39
Per-Mikael;6
Pero;5
Per-Ola;13
Per-Olav;8
Per-Ole;82
Per-Olof;179
Per-Ove;13
Perparim;6
Perry;15
Pertinpoika;72
Pertteli;51
Pertti;19300
Pertti-Juhani;6
Perttu;2928
Perttuli;35
Perttyli;14
Pertunpoika;15
Pessi;276
Petar;19
Pete;341
Petenpoika;5
Peter;8089
Péter;24
Peteri;15
Peterson;8
Petersson;14
Pether;11
Petja;637
Petka;10
Petr;73
Petri;36841
Petri-Juhani;16
Petrik;99
Petrikki;7
Petri-Markus;5
Petri-Mikael;12
Petrinpoika;184
Petrit;10
Petri-Tapani;6
Petro;346
Petros;46
Petrov;12
Petru;5
Petrus;1288
Petruska;6
Pette;14
Petter;1906
Petteri;73501
Petterinpoika;39
Petu;18
Peyman;8
Pham;8
Phat;22
Phi;26
Philip;626
Philipp;69
Philippe;98
Phillip;34
Phoenix;20
Phong;59
Phu;19
Phuc;38
Phung;10
Phuoc;24
Phuong;27
Piera;16
Pierce;6
Piero;8
Pierre;106
Pietari;3631
Pieter;18
Pieti;107
Pietro;72
Pietu;398
Pii;8
Piko;16
Ping;9
Pio;5
Piotr;44
Pirkanpoika;6
Pirkka;366
Pirkka-Pekka;23
Pirkka-Petteri;5
Pius;7
Pjotr;13
Platon;17
Pluto;5
Poe;6
Pohto;20
Poika;104
Poju;64
Pokko;8
Polus;6
Ponteva;23
Pontus;565
Popi;5
Poul;9
Pouria;6
Pouta;11
Pouya;6
Prakash;16
Prasad;34
Pravin;7
Predrag;5
Prem;8
Preston;12
Priit;7
Primus;5
Prince;55
Probus;5
Prosper;9
Puhuri;5
Puja;10
Puro;10
Putra;5
Putte;14
Pyry;3873
Pyry-Matti;8
Pyrynpoika;7
Pyry-Pekka;36
Pyry-Petteri;48
Pyry-Pietari;5
Qaasim;8
Qadar;5
Qader;11
Qadir;7
Qahtan;7
Qais;6
Qalif;5
Qasem;10
Qasim;25
Qassim;8
Qays;10
Qendrim;7
Qi;8
Qiang;6
Qnzawi;5
Quan;22
Quang;101
Quentin;19
Quincy;6
Quinn;13
Quoc;85
Qusay;11
Quy;20
R;12
Raad;25
Raafael;222
Raafat;8
Rabah;7
Rabbe;165
Rabi;7
Rabih;9
Rabin;5
Rachid;60
Radhi;8
Radi;10
Radomir;8
Radoslaw;6
Radouane;6
Radu;11
Radwan;6
Rae;15
Raed;29
Rafael;5519
Rafaël;5
Rafail;5
Rafat;5
Rafe;6
Raffael;5
Raffaele;20
Raffaello;8
Rafi;23
Rafik;24
Rafiqul;5
Ragab;6
Rage;10
Ragip;7
Ragnar;938
Ragnarsson;10
Ragnvald;130
Rahand;7
Raheel;7
Raheem;15
Rahim;60
Rahman;72
Rahul;18
Rai;15
Raid;10
Raido;9
Raif;10
Raihan;6
Raikas;82
Raikko;34
Raiko;14
Raiku;6
Railo;10
Raimo;19755
Raimond;42
Raimonpoika;35
Raimund;8
Rain;22
Rainar;5
Raine;1360
Rainenpoika;7
Rainer;6634
Raineri;464
Rainerinpoika;12
Rainier;13
Raino;587
Raito;8
Raivo;13
Raiyan;5
Raj;31
Raja;11
Rajan;18
Rajesh;6
Rajiv;8
Raju;7
Rakan;5
Rakesh;7
Raku;6
Ralf;1622
Ralf-Erik;12
Ralph;106
Ram;30
Rama;11
Ramadan;31
Raman;21
Ramazan;40
Rambo;7
Ramesh;14
Ramez;5
Rami;3698
Ramiar;11
Ramil;12
Rami-Matti;5
Ramin;67
Raminpoika;33
Rami-Pekka;17
Rami-Petteri;8
Ramiro;8
Ramiz;10
Ramo;7
Ramon;67
Ramón;11
Ramos;8
Ramsay;5
Ramses;62
Ramsey;5
Ramtin;7
Ramy;8
Ramyar;7
Ramzi;31
Ran;9
Rana;8
Randall;13
Rando;12
Randolf;11
Randolph;12
Randy;19
Rane;33
Rani;25
Ranjit;14
Ransu;14
Raouf;8
Raoul;156
Raphael;109
Raphaël;31
Rasa;6
Rashad;11
Rashed;11
Rasheed;21
Rashid;68
Rasim;11
Rasit;5
Rasmus;8705
Rasool;5
Rasoul;8
Rasul;17
Rauf;18
Raul;284
Raúl;16
Rauli;1407
Rauli-Pekka;7
Raune;7
Rauni;206
Rauno;7447
Raunonpoika;25
Rautia;7
Ravi;17
Ravil;6
Ravindra;7
Rawad;5
Rawand;8
Ray;155
Rayan;137
Rayane;8
Rayen;9
Raymond;284
Rayyan;9
Raza;22
Rebaz;14
Rebin;25
Rebwar;23
Recep;10
Reco;7
Reda;34
Reddy;16
Redon;6
Redouane;7
Reece;7
Reed;6
Reemi;11
Reemus;15
Reeo;5
Reeti;111
Reetrikki;23
Reettu;7
Reetu;90
Refik;5
Reginald;13
Rego;7
Reguel;34
Reh;111
Rehan;11
Rei;20
Reid;7
Reidar;109
Reijo;17201
Reijonpoika;52
Reima;2136
Reimanpoika;8
Reimo;25
Reimond;7
Rein;34
Reine;20
Reiner;6
Reinhard;34
Reinhart;5
Reinhold;482
Reini;36
Reino;9468
Reinonpoika;13
Reipas;32
Reis;6
Reiska;6
Reitto;7
Reittu;33
Rejan;10
Reko;642
Remi;140
Rémi;13
Remo;50
Remu;225
Remus;43
Remy;42
Rémy;7
Remzi;13
Ren;12
Renaldo;6
Renas;12
Renat;10
